ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 04/05/2026;COBERTURA;IMPORTE AFILIADO
52310;tramadol+paracetamol;ULTRAGESIC PLUS;37.5/325 mg comp.x 10;Adium;$ 14414.05;40%;$ 8648.43
52311;tramadol+paracetamol;ULTRAGESIC PLUS;37.5/325 mg comp.x 20;Adium;$ 30393.39;40%;$ 18236.03
52312;tramadol+paracetamol;ULTRAGESIC PLUS;37.5/325 mg comp.x 30;Adium;$ 38401.06;40%;$ 23040.64
35905;valsartán;ALPERTAN;160 mg comp.rec.x 14;Adium;$ 17824.2;60%;$ 7129.68
35906;valsartán;ALPERTAN;160 mg comp.rec.x 28;Adium;$ 39195.93;60%;$ 15678.37
50246;valsartán;ALPERTAN;320 mg comp.rec.x 28;Adium;$ 41691.36;60%;$ 16676.54
35903;valsartán;ALPERTAN;80 mg comp.rec.x 14;Adium;$ 14919.19;60%;$ 5967.68
35904;valsartán;ALPERTAN;80 mg comp.rec.x 28;Adium;$ 30356.76;60%;$ 12142.7
46312;valsartán+amlodipina;NOSTER;10/160 mg comp.x 28;Adium;$ 46208.52;50%;$ 23104.26
46311;valsartán+amlodipina;NOSTER;5/160 mg comp.x 28;Adium;$ 44998.56;50%;$ 22499.28
51771;valsartán+amlodipina;NOSTER;5/320 mg comp.x 28;Adium;$ 54953.19;50%;$ 27476.6
49125;valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/10 mg comp.x 28;Adium;$ 58299.01;50%;$ 29149.51
49124;valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/5 mg comp.x 28;Adium;$ 58299.01;50%;$ 29149.51
51770;valsartán+hidrocloroti.+amlodip.;NOSTER D;320/25/10 mg comp.x 28;Adium;$ 64973.05;50%;$ 32486.53
43288;valsartán+hidroclorotiazida;ALPERTAN D;160/12.5 mg comp.rec.x28;Adium;$ 32314.35;50%;$ 16157.18
53344;valsartán+hidroclorotiazida;ALPERTAN D;320/12.5 mg comp.rec.x28;Adium;$ 42822.27;50%;$ 21411.14
53345;valsartán+hidroclorotiazida;ALPERTAN D;320/25 mg comp.rec.x28;Adium;$ 43601.13;50%;$ 21800.57
43287;valsartán+hidroclorotiazida;ALPERTAN D;80/12.5 mg comp.rec.x 28;Adium;$ 28985.5;50%;$ 14492.75
56706;vildagliptin;VILZER;50 mg comp.x 30;Adium;$ 41075.44;100%;$ 0
56707;vildagliptin;VILZER;50 mg comp.x 60;Adium;$ 78359.77;100%;$ 0
56712;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 30;Adium;$ 55621.76;100%;$ 0
56713;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 60;Adium;$ 103005.26;100%;$ 0
56708;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 30;Adium;$ 47932.21;100%;$ 0
56709;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 60;Adium;$ 89288.72;100%;$ 0
56710;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 30;Adium;$ 46519.18;100%;$ 0
56711;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 60;Adium;$ 90316.93;100%;$ 0
53169;vit.d3;DEBLAX;cáps.bl.x 1;Adium;$ 14807.64;40%;$ 8884.58
53170;vit.d3;DEBLAX;cáps.bl.x 2;Adium;$ 21187.09;40%;$ 12712.25
13179;vit.e;ETEC 1000;cáps.blandas x 30;Adium;$ 52827.27;40%;$ 31696.36
15385;vit.e;ETEC 1000;cáps.blandas x 60;Adium;$ 79689.52;40%;$ 47813.71
163;atropina,sulfato;ALCON ATROPINA 1%;1% sol.oft.x 5 ml;Alcon;$ 14039.55;50%;$ 7019.78
174;nafazolina+feniramina;MIRUS;sol.oft.x 15 ml;Alcon;$ 12400.18;50%;$ 6200.09
35520;polietilenglicol+propilenglicol;SYSTANE;drop tainer fco.x 15 ml;Alcon;$ 28336.43;50%;$ 14168.22
47668;polietilenglicol+propilenglicol;SYSTANE GEL EN GOTAS;gel oft.en gotas x 10 ml;Alcon;$ 29119.6;50%;$ 14559.8
44216;polietilenglicol+propilenglicol;SYSTANE ULTRA;sol.oft.estéril x 10 ml;Alcon;$ 28336.43;50%;$ 14168.22
61265;polietilenglicol+propilenglicol+;SYSTANE HIDRATACION SP;sol.oft.estéril x 10 ml;Alcon;$ 28336.44;50%;$ 14168.22
140;proparacaína;ANESTALCON;fco.x 15 ml;Alcon;$ 13278.48;50%;$ 6639.24
46655;propilenglicol;SYSTANE BALANCE;sol.oft.estéril x 10 ml;Alcon;$ 29119.6;50%;$ 14559.8
56594;propilenglicol;SYSTANE COMPLETE;sol.oft.x 10 ml;Alcon;$ 28336.44;50%;$ 14168.22
62972;propilenglicol;SYSTANE COMPLETE SP;sol.oft.x 10 ml;Alcon;$ 28336.44;50%;$ 14168.22
138;tropicamida;ALCON MYDRIL;1% sol.oft.x 5 ml;Alcon;$ 14219.27;50%;$ 7109.64
46381;adapaleno;SINAC;0.3% gel x 30 g;Andr¿maco;$ 36191.51;50%;$ 18095.76
299;betametasona+gentamic.+miconazol;MACRIL;cr.x 20 g;Andr¿maco;$ 22536.66;40%;$ 13522
39726;betametasona+salicílico,ác.;BETASALIC;loc.x 40 ml;Andr¿maco;$ 22923.72;40%;$ 13754.23
33250;betametasona+salicílico,ác.;BETASALIC;ung.x 15 g;Andr¿maco;$ 19183.16;40%;$ 11509.9
17036;butamirato,citrato;TALASA NF;jbe.x 120 ml;Andr¿maco;$ 17073.25;50%;$ 8536.63
23212;clobetasol;SALAC;cr.x 20 g;Andr¿maco;$ 24135.41;40%;$ 14481.25
50120;clobetasol;SALAC;cr.x 30 g;Andr¿maco;$ 33882.45;40%;$ 20329.47
23213;clobetasol;SALAC;loc.x 40 ml;Andr¿maco;$ 35702.68;40%;$ 21421.61
43829;clobetasol;SALAC;shamp.x 140 ml;Andr¿maco;$ 52522.75;40%;$ 31513.65
23211;clobetasol;SALAC;ung.x 20 g;Andr¿maco;$ 21341.8;40%;$ 12805.08
48143;fluconazol;FLUPEC;150 mg comp.x 2;Andr¿maco;$ 18540.46;50%;$ 9270.23
48144;fluconazol;FLUPEC;150 mg comp.x 4;Andr¿maco;$ 33044.25;50%;$ 16522.13
48145;fluconazol;FLUPEC;150 mg comp.x 8;Andr¿maco;$ 56660.49;50%;$ 28330.25
42663;fusídico,ác.;ACIFUSIN;cr.x 15 g;Andr¿maco;$ 16568.45;60%;$ 6627.38
42665;fusídico,ác.+betametasona;ACIFUSIN B;cr.x 15 g;Andr¿maco;$ 30294.01;40%;$ 18176.41
38925;hidrocortisona;DEMACORT;cr.x 15 g;Andr¿maco;$ 11038.56;50%;$ 5519.28
50965;hidrocortisona+asoc.;HIPOGLOS CON HIDROCORTISONA;pda.x 15 g;Andr¿maco;$ 8326.82;50%;$ 4163.41
5657;ketoconazol;FITONAL;comp.x 20;Andr¿maco;$ 15839.71;40%;$ 9503.83
5718;ketoconazol;FITONAL;cr.x 30 g;Andr¿maco;$ 17450.74;40%;$ 10470.44
36791;levocetirizina;LEVOMINE;5 mg comp.x 10;Andr¿maco;$ 10226.65;50%;$ 5113.33
44841;levocetirizina;LEVOMINE;5 mg comp.x 30;Andr¿maco;$ 26047.49;50%;$ 13023.75
12137;mebendazol;MEBUTAR 200;comp.x 6;Andr¿maco;$ 13193.64;50%;$ 6596.82
12138;mebendazol;MEBUTAR 200;susp.x 30 ml;Andr¿maco;$ 14940.94;50%;$ 7470.47
302;mebendazol+tinidazol;MEBUTAR COMPUESTO;comp.rec.x 6;Andr¿maco;$ 12417.87;50%;$ 6208.94
32780;mebendazol+tinidazol;MEBUTAR COMPUESTO;pvo.susp.oral x 18 g;Andr¿maco;$ 14101.63;50%;$ 7050.82
19976;miconazol;DERALBINE;cr.x 40 g;Andr¿maco;$ 17856.24;40%;$ 10713.74
19978;miconazol;DERALBINE;loc.x 40 ml;Andr¿maco;$ 19304.15;40%;$ 11582.49
26902;miconazol;DERALBINE;pvo.en spray x 90 g;Andr¿maco;$ 32998.85;40%;$ 19799.31
19977;miconazol;DERALBINE;pvo.x 40 g;Andr¿maco;$ 20442.21;40%;$ 12265.33
304;naproxeno;NAPRUX;250 mg comp.x 20;Andr¿maco;$ 17604.02;40%;$ 10562.41
22867;naproxeno;NAPRUX;250 mg comp.x 50;Andr¿maco;$ 37934.94;40%;$ 22760.96
636;naproxeno;NAPRUX;500 mg comp.x 20;Andr¿maco;$ 35553.22;40%;$ 21331.93
38821;naproxeno;NAPRUX;500 mg comp.x 50;Andr¿maco;$ 76951.43;40%;$ 46170.86
41754;naproxeno;NAPRUX RAPID;550 mg comp.rec.ran.x 10;Andr¿maco;$ 18083.18;40%;$ 10849.91
41755;naproxeno;NAPRUX RAPID;550 mg comp.rec.ran.x 20;Andr¿maco;$ 35713.58;40%;$ 21428.15
40274;naproxeno+carisoprodol;NAPRUX DISTEN;comp.x 10;Andr¿maco;$ 12801.95;50%;$ 6400.98
40275;naproxeno+carisoprodol;NAPRUX DISTEN;comp.x 30;Andr¿maco;$ 37033.55;50%;$ 18516.78
49541;salicílico,ác.+asoc.;ACNOXIN;loc.x 140 ml;Andr¿maco;$ 20976.21;50%;$ 10488.11
49916;salicílico,ác.+asoc.;ACNOXIN;spray x 140 ml;Andr¿maco;$ 25592.79;50%;$ 12796.4
42664;sodio,fusidato;ACIFUSIN;ung.x 15 g;Andr¿maco;$ 13972.5;60%;$ 5589
15129;tretinoína+asoc.;HIDROSAM T;0.025% env.x 20 g;Andr¿maco;$ 32859.25;50%;$ 16429.63
15130;tretinoína+asoc.;HIDROSAM T;0.050% env.x 20 g;Andr¿maco;$ 34584.85;50%;$ 17292.43
24660;tretinoína+asoc.;HIDROSAM T;0.100% env.x 20 g;Andr¿maco;$ 38896.69;50%;$ 19448.35
4758;vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 100 g;Andr¿maco;$ 34369.39;40%;$ 20621.63
9422;vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 50 g;Andr¿maco;$ 17604.92;40%;$ 10562.95
10207;zinc,undecilenato+asoc.;HIPOGLOS CICATRIZANTE;pvo.x 40 g;Andr¿maco;$ 16894.06;50%;$ 8447.03
30358;alendronato;SILIDRAL 70;70 mg comp.x 4;Ariston;$ 15929.66;60%;$ 6371.86
28144;alendronato;MARVIL;70 mg comp.x 4;Ariston;$ 25518.68;60%;$ 10207.47
46153;allopurinol;ALLOPURINOL HOUDE;300 mg comp.x 30;Ariston;$ 8840.17;60%;$ 3536.07
32127;allopurinol+colchicina;ARTREX RETARD;cáps.x 20;Ariston;$ 16837.3;60%;$ 6734.92
16203;allopurinol+colchicina;ARTREX RETARD;cáps.x 40;Ariston;$ 23063.56;60%;$ 9225.42
8587;arginina;LACORENE;fco.x 200 ml c/dosif.;Ariston;$ 24145.02;50%;$ 12072.51
55753;aripiprazol;ARISDAR;10 mg comp.x 30;Ariston;$ 27097.18;50%;$ 13548.59
54680;aripiprazol;ARISDAR;15 mg comp.x 30;Ariston;$ 40251;50%;$ 20125.5
54679;aripiprazol;ARISDAR;5 mg comp.x 30;Ariston;$ 24930.57;50%;$ 12465.29
54681;baclofeno;BACLOX;10 mg comp.x 60;Ariston;$ 25763.84;50%;$ 12881.92
60101;baclofeno;BACLOX;25 mg comp.x 30;Ariston;$ 32204.52;50%;$ 16102.26
11798;butetamato;HELIPHENICOL;susp.x 120 ml;Ariston;$ 9501.55;50%;$ 4750.78
48768;butimerina+asoc.;BUTIMERIN;pvo.x 20 g;Ariston;$ 15757.54;50%;$ 7878.77
20563;calcio,acetato;ROYEN;500 mg cáps.x 120;Ariston;$ 337435;40%;$ 202461
18981;calcio,carbonato;CALCIONAL;naranja comp.x 60;Ariston;$ 18947.18;60%;$ 7578.87
35071;calcio,citrato;CALCIONAL CITRATO;500 mg nja.comp.mast.x30;Ariston;$ 10201.64;60%;$ 4080.66
35072;calcio,citrato;CALCIONAL CITRATO;500 mg nja.comp.mast.x60;Ariston;$ 18794.54;60%;$ 7517.82
33558;calcio,citrato+vit.d3;CALCIONAL D3;comp.x 30;Ariston;$ 10713.05;40%;$ 6427.83
53739;calcio,citrato+vit.d3;CALCIONAL D3 400;comp.x 30;Ariston;$ 12456.09;40%;$ 7473.65
33557;calcio,citrato+vit.d3;CALCIONAL D3;comp.x 60;Ariston;$ 19243.06;40%;$ 11545.84
53740;calcio,citrato+vit.d3;CALCIONAL D3 400;comp.x 60;Ariston;$ 22430.61;40%;$ 13458.37
18622;castaño de indias+asoc.;CASTAÑA DE INDIA S.C.;comp.rec.x 30;Ariston;$ 19744.14;50%;$ 9872.07
8576;castaño de indias+asoc.;CASTAÑA DE INDIA S.C.;sol.x 30 ml;Ariston;$ 13121.33;50%;$ 6560.67
27676;ciprofloxacina;FLORAXINA;gts.oft.x 5 ml;Ariston;$ 7199.86;60%;$ 2879.94
56798;clomipramina;CLOMISAL DIVIDOSIS;comp.ran.divids.x 20;Ariston;$ 21561.04;50%;$ 10780.52
56799;clomipramina;CLOMISAL DIVIDOSIS;comp.ran.divids.x 30;Ariston;$ 32341.68;50%;$ 16170.84
8577;colchicina;COLCHICINA HOUDE;comp.x 20;Ariston;$ 15374.73;60%;$ 6149.89
24160;colchicina;COLCHICINA HOUDE;comp.x 60;Ariston;$ 40256.66;60%;$ 16102.66
43897;condroitín,sulfato+glucosamina;OSTATAC DUO;sob.x 30;Ariston;$ 85278.77;40%;$ 51167.26
33509;dexametasona;DEXATOTAL;4 mg comp.ran.x 10;Ariston;$ 7679.3;50%;$ 3839.65
33510;dexametasona;DEXATOTAL;4 mg comp.ran.x 20;Ariston;$ 14601.43;50%;$ 7300.72
33511;dexametasona;DEXATOTAL;8 mg comp.ran.x 10;Ariston;$ 16209.15;50%;$ 8104.58
48347;dexametasona;DEXATOTAL;8 mg comp.ran.x 20;Ariston;$ 28785.82;50%;$ 14392.91
33512;dexametasona;DEXATOTAL;8 mg comp.ran.x 30;Ariston;$ 38439.89;50%;$ 19219.95
24423;dexametasona+neomicina+asoc.;NEOSONA 5;gts.oft.x 10 ml;Ariston;$ 6498.86;50%;$ 3249.43
24424;dexametasona+neomicina+asoc.;NEOSONA 100;gts.oft.x 10 ml;Ariston;$ 9350.78;50%;$ 4675.39
59412;dexlansoprazol;ARIGASTRIL 60;cáps.x 15;Ariston;$ 27584.42;40%;$ 16550.65
59410;dexlansoprazol;ARIGASTRIL 30;cáps.x 15;Ariston;$ 20254.71;40%;$ 12152.83
59413;dexlansoprazol;ARIGASTRIL 60;cáps.x 30;Ariston;$ 51302.9;40%;$ 30781.74
59411;dexlansoprazol;ARIGASTRIL 30;cáps.x 30;Ariston;$ 35918.04;40%;$ 21550.82
25982;diclofenac sódico;NATURA FENAC;gts.oft.x 5 ml;Ariston;$ 11121.7;40%;$ 6673.02
51320;duloxetina;DUERIX;30mg cáps.lib.mod.x 14;Ariston;$ 26891.96;50%;$ 13445.98
51321;duloxetina;DUERIX;60mg cáps.lib.mod.x28;Ariston;$ 53807.53;50%;$ 26903.77
588;escina+asoc.;VENOSTASIN;gel x 50 g;Ariston;$ 20766.06;50%;$ 10383.03
43823;escitalopram;EX3;10 mg comp.x 30;Ariston;$ 33177.41;50%;$ 16588.71
43825;escitalopram;EX3;20 mg comp.x 30;Ariston;$ 60513.73;50%;$ 30256.87
46249;febuxostat;FEBUXTAT;80 mg comp.ran.x 30;Ariston;$ 70988.22;50%;$ 35494.11
11796;fenilefrina+asoc.;ALZATEN DISGRELENT;grag.x 20;Ariston;$ 13374.11;50%;$ 6687.06
530;fenilefrina+asoc.;ALZATEN;gts.x 20 ml;Ariston;$ 12967.88;50%;$ 6483.94
8573;fenobarbital;ALEPSAL;comp.x 20;Ariston;$ 8900.28;80%;$ 1780.06
12624;fenobarbital;ALEPSAL;comp.x 60;Ariston;$ 21974.62;80%;$ 4394.92
37375;finasteride;Q-PROST;5 mg comp.x 30;Ariston;$ 27321.28;50%;$ 13660.64
48603;gabapentin;ARAPENTIN;100 mg cáps.x 30;Ariston;$ 17127.21;60%;$ 6850.88
48604;gabapentin;ARAPENTIN;300 mg cáps.x 30;Ariston;$ 30729.99;60%;$ 12292
48606;gabapentin;ARAPENTIN;600 mg comp.x 30;Ariston;$ 37211.22;60%;$ 14884.49
27220;glucosamina;OSTATAC;1500 mg sob.x 20;Ariston;$ 28045.91;40%;$ 16827.55
38531;hialuronato sódico+asoc.;IURONICO BIOTIC;cr.x 30 g;Ariston;$ 27123.9;50%;$ 13561.95
36685;hialurónico,ác.;IURONICODERM;cr.x 30 g;Ariston;$ 22671.9;50%;$ 11335.95
43311;hialurónico,ác.;IURONICODERM;cr.x 90 g;Ariston;$ 51363.88;50%;$ 25681.94
28379;hidralazina;HYDRAPRES;50 mg comp.x 30;Ariston;$ 66333.52;50%;$ 33166.76
24428;hidroxipropilmetilcelulosa;NATURA LAGRIMAS;gts.oft.x 15 ml;Ariston;$ 10949.11;50%;$ 5474.56
32364;hierro+vit.b12+fólico,ác.;TENVIC;comp.rec.x 20;Ariston;$ 6019.22;50%;$ 3009.61
43146;hierro+vit.b12+fólico,ác.;TENVIC;comp.rec.x 30;Ariston;$ 21904.37;50%;$ 10952.19
42335;ibandrónico,ác.;ADROMUX;150 mg comp.x 1;Ariston;$ 35043.95;50%;$ 17521.98
42907;ibandrónico,ác.;SILIDRAL UNO;150 mg comp.x 1;Ariston;$ 29833.05;50%;$ 14916.53
48620;ibandrónico,ác.;ADROMUX;150 mg comp.x 3;Ariston;$ 81329.76;50%;$ 40664.88
55755;lacosamida;LACOMAX;100 mg comp.x 30;Ariston;$ 93767.05;50%;$ 46883.53
55756;lacosamida;LACOMAX;200 mg comp.x 30;Ariston;$ 169029.73;50%;$ 84514.87
55754;lacosamida;LACOMAX;50 mg comp.x 30;Ariston;$ 44196.17;50%;$ 22098.09
38303;leflunomida;LEFLUNOMIDA SC;20 mg comp.rec.x 30;Ariston;$ 39540.24;50%;$ 19770.12
38738;litio,carbonato;CEGLUTION XR;comp.x 30;Ariston;$ 14516.87;50%;$ 7258.44
38739;litio,carbonato;CEGLUTION XR;comp.x 60;Ariston;$ 27065.98;50%;$ 13532.99
31104;litio,carbonato;CEGLUTION 300;tab.x 20;Ariston;$ 8524.51;50%;$ 4262.26
544;litio,carbonato;CEGLUTION 300;tab.x 50;Ariston;$ 20592.45;50%;$ 10296.23
41350;litio,carbonato;CEGLUTION 300;tab.x 90;Ariston;$ 32394.2;50%;$ 16197.1
43517;memantine;TONIBRAL;10 mg comp.rec.ran.x 30;Ariston;$ 36704.88;50%;$ 18352.44
51921;memantine;TONIBRAL XR;14 mg cáps.x 30;Ariston;$ 33486.28;50%;$ 16743.14
49536;memantine;TONIBRAL 20;20 mg comp.rec.ran.x 30;Ariston;$ 50292.69;50%;$ 25146.35
51923;memantine;TONIBRAL XR;28 mg cáps.x 30;Ariston;$ 45518.29;50%;$ 22759.15
44805;mesalazina;5XR 500;500 mg comp.x 100;Ariston;$ 126775.5;50%;$ 63387.75
44804;mesalazina;5XR 500;500 mg comp.x 50;Ariston;$ 74617.44;50%;$ 37308.72
41465;mirtazapina;TETRAZIC;30 mg comp.x 30;Ariston;$ 38644.3;50%;$ 19322.15
52079;modafinilo;VISPER;200 mg comp.x 15;Ariston;$ 29759.69;50%;$ 14879.85
52080;modafinilo;VISPER;200 mg comp.x 30;Ariston;$ 56461.63;50%;$ 28230.82
48608;naltrexona;NALCOTREX;50 mg comp.x 30;Ariston;$ 182401.45;50%;$ 91200.73
45108;otilonio,bromuro;BROMOTIL;40 mg comp.x 20;Ariston;$ 13453.47;50%;$ 6726.74
45109;otilonio,bromuro;BROMOTIL;40 mg comp.x 60;Ariston;$ 28427.96;50%;$ 14213.98
50973;paroxetina;OPTIPAR;20 mg comp.rec.x 30;Ariston;$ 31252.71;50%;$ 15626.36
52612;pregabalina;PREBIEN 150 DIVIDOSIS;150 mg comp.birran.x 30;Ariston;$ 43700.51;50%;$ 21850.26
47646;pregabalina;PREBIEN;150 mg cáps.x 28;Ariston;$ 51153.64;50%;$ 25576.82
49127;pregabalina;PREBIEN 75 DIVIDOSIS;75 mg comp.birran.x 30;Ariston;$ 36727.25;50%;$ 18363.63
47645;pregabalina;PREBIEN;75 mg cáps.x 28;Ariston;$ 31301.77;50%;$ 15650.89
49996;rifaximina;RIFAXTRIL;200 mg comp.x 20;Ariston;$ 17386.17;50%;$ 8693.09
49997;rifaximina;RIFAXTRIL;200 mg comp.x 40;Ariston;$ 35753.91;50%;$ 17876.96
54988;rifaximina;RIFAXTRIL;550 mg comp.x 10;Ariston;$ 26627.95;50%;$ 13313.98
54989;rifaximina;RIFAXTRIL;550 mg comp.x 30;Ariston;$ 68655.21;50%;$ 34327.61
54990;rifaximina;RIFAXTRIL;550 mg comp.x 60;Ariston;$ 111899.64;50%;$ 55949.82
43134;tamsulosina;UROPROST-Q;0.4 mg cáps.x 30;Ariston;$ 36398.94;50%;$ 18199.47
43135;tamsulosina;UROPROST-Q;0.4 mg cáps.x 60;Ariston;$ 59665.52;50%;$ 29832.76
50972;tióctico,ác.;AT 600;600 mg comp.rec.x 30;Ariston;$ 747.93;50%;$ 373.97
49136;tramadol;ANA-Q;50 mg comp.x 30;Ariston;$ 21707.38;50%;$ 10853.69
48495;trifluoperazina;CUAIT TRIFLUOPERAZINA;10 mg comp.x 30;Ariston;$ 20947.03;50%;$ 10473.52
48044;troxerrutina+escina;TUBARINE 1000;comp.x 30;Ariston;$ 29954.42;50%;$ 14977.21
38306;troxerrutina+escina;TUBARINE GEL;pomo x 50 g;Ariston;$ 16183.38;50%;$ 8091.69
44801;ursodesoxicólico,ác.;AUDECOL;150 mg comp.x 20;Ariston;$ 16305.91;50%;$ 8152.96
37330;ursodesoxicólico,ác.;URSOMAX;300 mg comp.rec.x 30;Ariston;$ 50396.07;50%;$ 25198.04
39373;ursodesoxicólico,ác.;URSOMAX;300 mg comp.rec.x 60;Ariston;$ 86073.68;50%;$ 43036.84
48496;ursodesoxicólico,ác.;AUDECOL;300 mg comp.x 20;Ariston;$ 34303.25;50%;$ 17151.63
44803;ursodesoxicólico,ác.;AUDECOL;300 mg comp.x 50;Ariston;$ 70377.43;50%;$ 35188.72
43142;venlafaxina;QUILAREX XR;150 mg comp.x 28;Ariston;$ 35536.81;50%;$ 17768.41
43140;venlafaxina;QUILAREX XR;75 mg comp.x 28;Ariston;$ 26717.26;50%;$ 13358.63
35693;venlafaxina;QUILAREX;75 mg comp.x 30;Ariston;$ 19605.18;50%;$ 9802.59
8579;vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 20;Ariston;$ 17208.31;40%;$ 10324.99
13129;vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 40;Ariston;$ 32964.29;40%;$ 19778.57
39585;vit.d3;STEROGYL;f.a.beb.x 2 ml;Ariston;$ 11248.72;40%;$ 6749.23
44326;vit.d3;STEROGYL 400;sol.oral x 10 ml;Ariston;$ 13694.18;40%;$ 8216.51
48793;vit.d3;STEROGYL 1000;sol.oral x 4 ml;Ariston;$ 10900.76;40%;$ 6540.46
20633;warfarina;CIRCUVIT;2 mg comp.x 20;Ariston;$ 9116.78;80%;$ 1823.36
38256;warfarina;CIRCUVIT;2 mg comp.x 50;Ariston;$ 20637.46;80%;$ 4127.49
20634;warfarina;CIRCUVIT;5 mg comp.x 20;Ariston;$ 10462.23;80%;$ 2092.45
38257;warfarina;CIRCUVIT;5 mg comp.x 50;Ariston;$ 22079.52;80%;$ 4415.9
26734;zolpidem;SUMENAN;10 mg comp.x 30;Ariston;$ 14532.82;50%;$ 7266.41
9136;atracurio,besilato;TRACRIUM;50 mg iny.a.x 1 x 5 ml;Aspen Argentina;$ 1547.02;50%;$ 773.51
608;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.3 ml;Aspen Argentina;$ 10731.63;60%;$ 4292.65
15062;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.4 ml;Aspen Argentina;$ 20161.28;60%;$ 8064.51
1339;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.6 ml;Aspen Argentina;$ 28848.34;60%;$ 11539.34
14924;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.8 ml;Aspen Argentina;$ 35625.04;60%;$ 14250.02
2296;alprazolam;XANAX;0.50 mg comp.x 30;Aspen Pharma;$ 4519.88;50%;$ 2259.94
2297;alprazolam;XANAX;0.50 mg comp.x 60;Aspen Pharma;$ 9179.18;50%;$ 4589.59
9744;alprazolam;XANAX;1 mg comp.x 30;Aspen Pharma;$ 6964.77;50%;$ 3482.39
2299;alprazolam;XANAX;1 mg comp.x 60;Aspen Pharma;$ 13844.35;50%;$ 6922.18
50582;amlodipina;AMLOC ODT;10 mg comp.x 30;Aspen Pharma;$ 16686.08;60%;$ 6674.43
5169;amlodipina;AMLOC;10 mg tab.x 20;Aspen Pharma;$ 22875.25;60%;$ 9150.1
11205;amlodipina;AMLOC;10 mg tab.x 30;Aspen Pharma;$ 40083.85;60%;$ 16033.54
37933;amlodipina;AMLOC;10 mg tab.x 60;Aspen Pharma;$ 68476.6;60%;$ 27390.64
50581;amlodipina;AMLOC ODT;5 mg comp.x 30;Aspen Pharma;$ 8567.93;60%;$ 3427.17
5168;amlodipina;AMLOC;5 mg tab.x 20;Aspen Pharma;$ 6561.14;60%;$ 2624.46
11204;amlodipina;AMLOC;5 mg tab.x 30;Aspen Pharma;$ 22098.77;60%;$ 8839.51
37932;amlodipina;AMLOC;5 mg tab.x 60;Aspen Pharma;$ 38541.61;60%;$ 15416.64
20505;atorvastatín;LIPITOR;10 mg comp.x 30;Aspen Pharma;$ 41905;60%;$ 16762
28136;atorvastatín;LIPITOR;10 mg comp.x 60;Aspen Pharma;$ 70459.75;60%;$ 28183.9
20506;atorvastatín;LIPITOR;20 mg comp.x 30;Aspen Pharma;$ 69502.78;60%;$ 27801.11
28137;atorvastatín;LIPITOR;20 mg comp.x 60;Aspen Pharma;$ 123008.72;60%;$ 49203.49
29111;atorvastatín;LIPITOR;40 mg comp.x 30;Aspen Pharma;$ 80125.14;60%;$ 32050.06
51549;atorvastatín;LIPITOR;80 mg comp.x 30;Aspen Pharma;$ 99563.85;60%;$ 39825.54
23356;celecoxib;CELEBREX;200 mg cáps.x 20;Aspen Pharma;$ 29784.69;50%;$ 14892.35
35926;doxazosina;CARDURA;2 mg tab.x 30;Aspen Pharma;$ 45465.87;50%;$ 22732.94
35927;doxazosina;CARDURA;4 mg tab.x 30;Aspen Pharma;$ 52198.56;50%;$ 26099.28
47287;eplerenona;INSPRA 25 MG;comp.x 30;Aspen Pharma;$ 27415.77;50%;$ 13707.89
47288;eplerenona;INSPRA 50 MG;comp.x 30;Aspen Pharma;$ 40103.43;50%;$ 20051.72
6193;estriol;ORGESTRIOL;cr.vag.x 15 g c/aplic.;Aspen Pharma;$ 12621.87;50%;$ 6310.94
8412;estriol;ORGESTRIOL;óv.x 10;Aspen Pharma;$ 12924.02;50%;$ 6462.01
49971;gabapentin;NEURONTIN;100 mg cáps.x 90;Aspen Pharma;$ 64451.9;60%;$ 25780.76
30093;gabapentin;NEURONTIN;300 mg cáps.x 30;Aspen Pharma;$ 42101.06;60%;$ 16840.42
16551;gabapentin;NEURONTIN;300 mg cáps.x 60;Aspen Pharma;$ 79815.49;60%;$ 31926.2
16552;gabapentin;NEURONTIN;400 mg cáps.x 60;Aspen Pharma;$ 99517.28;60%;$ 39806.91
27618;gabapentin;NEURONTIN;600 mg comp.rec.x 30;Aspen Pharma;$ 57816.92;60%;$ 23126.77
